gender,race,age,gpa,years_experience,education_level,skills_score,resume_quality,education_encoded,biased_hiring_score,hired_biased,true_hiring_score,hired_true,age_group,original_prediction,mitigated_prediction
Male,Hispanic,43,3.894896289880914,18,Bachelor,29,16,0,117.44896289880914,0,97.44896289880914,0,Middle,0,0
Female,White,49,4.0,17,High School,36,46,1,127.0,1,125.0,1,Senior,1,1
Male,Asian,51,3.2078971505286864,14,Bachelor,47,7,0,95.07897150528686,0,87.07897150528686,0,Senior,0,0
Female,Hispanic,57,2.9288250131948432,2,High School,31,57,1,47.28825013194843,0,87.28825013194843,0,Senior,0,0
Female,White,23,2.587089115659139,16,Bachelor,69,0,0,89.3708911565914,0,92.3708911565914,0,Young,0,0
Female,Other,57,3.4174431701817927,0,Bachelor,34,1,0,26.674431701817923,0,51.67443170181792,0,Senior,0,0
Male,White,29,3.617458673713377,1,Bachelor,95,9,0,112.17458673713378,0,90.17458673713378,0,Young,0,0
Male,Hispanic,30,2.5257761254844464,18,Bachelor,75,90,0,163.75776125484447,1,143.75776125484447,1,Young,1,1
Male,Asian,22,3.77233249212437,8,Master,67,26,2,118.2233249212437,1,120.2233249212437,1,Young,1,0
Female,White,34,3.149324844808094,7,High School,31,12,1,78.99324844808095,0,76.99324844808095,0,Middle,0,0
Female,White,36,2.572091607878837,11,High School,58,62,1,119.72091607878838,1,117.72091607878838,1,Middle,1,1
Other,White,53,2.775856402752676,14,High School,34,10,1,74.75856402752676,0,87.75856402752676,0,Senior,0,0
Male,White,55,2.728378618678111,6,Bachelor,15,13,0,65.28378618678111,0,53.283786186781114,0,Senior,0,0
Female,White,52,2.737272375950471,15,High School,78,95,1,130.8727237595047,1,153.8727237595047,1,Senior,1,1
Female,White,35,3.484950698221321,6,Master,51,79,2,123.84950698221321,1,131.8495069822132,1,Middle,1,1
Male,White,35,3.6319138643442748,19,Bachelor,65,92,0,189.81913864344276,1,152.81913864344276,1,Middle,1,1
Male,Asian,50,4.0,11,PhD,5,97,3,146.0,1,143.0,1,Senior,1,1
Female,White,40,2.850888883830752,16,Bachelor,13,25,0,91.50888883830751,0,79.50888883830751,0,Middle,0,0
Female,White,48,3.371478133727653,10,Bachelor,28,68,0,113.71478133727653,0,101.71478133727653,0,Senior,0,0
Female,Black,30,2.8764870998506717,3,Master,25,82,2,76.26487099850672,0,108.26487099850672,0,Young,0,0
Male,White,58,3.210061951497854,18,Master,17,38,2,107.60061951497855,0,115.60061951497855,1,Senior,0,0
Female,White,58,2.459809806337171,1,Bachelor,3,91,0,60.59809806337171,0,73.59809806337171,0,Senior,0,0
Male,White,49,2.63840142983011,1,PhD,56,27,3,106.88401429830111,0,99.88401429830111,0,Senior,0,0
Male,Hispanic,45,3.601530244329389,16,Bachelor,52,16,0,122.01530244329389,1,102.01530244329389,0,Middle,1,1
Male,Hispanic,49,2.4582670239471254,8,Master,24,36,2,90.58267023947126,0,90.58267023947126,0,Senior,0,0
Female,White,57,3.5074154838388445,0,Bachelor,46,82,0,86.07415483838844,0,99.07415483838844,0,Senior,0,0
Female,Asian,39,2.8619254739741415,9,Master,51,26,2,93.11925473974142,0,105.11925473974142,0,Middle,0,0
Male,Black,46,2.237231807646727,14,Bachelor,92,75,0,146.87231807646725,1,133.87231807646725,1,Senior,1,1
Male,Asian,56,2.0,14,Bachelor,33,66,0,105.5,0,97.5,0,Senior,0,0
Female,Asian,25,3.9317306732766717,1,Master,15,67,2,75.31730673276672,0,102.31730673276672,0,Young,0,0
Male,Black,35,2.2472917659920624,13,Bachelor,93,46,0,130.97291765992063,1,117.97291765992063,1,Middle,1,1
Female,White,47,3.1678136919929707,3,Bachelor,86,74,0,129.6781369199297,1,117.6781369199297,1,Senior,1,1
Male,White,29,3.3769753971884913,17,Bachelor,35,33,0,123.76975397188491,1,101.76975397188491,0,Young,1,1
Male,White,45,2.5433988854767655,8,Master,27,17,2,100.43398885476765,0,83.43398885476765,0,Middle,0,0
Male,Hispanic,37,2.9232373158232225,1,Master,64,34,2,100.23237315823222,0,100.23237315823222,0,Middle,0,0
Male,Black,41,3.4394119550039064,1,Master,71,17,2,93.39411955003906,0,100.39411955003906,0,Middle,0,0
Female,Hispanic,36,3.346658092410237,17,Master,52,69,2,122.96658092410237,1,147.96658092410237,1,Middle,1,1
Male,Other,28,2.969712216762873,16,Bachelor,41,33,0,108.69712216762872,0,98.69712216762872,0,Young,0,0
Male,White,38,3.318452314837661,8,High School,78,32,1,141.18452314837663,1,114.18452314837661,0,Middle,1,1
Female,Asian,43,3.1488826679072117,7,High School,97,71,1,137.48882667907213,1,139.48882667907213,1,Middle,1,1
Male,Asian,43,2.714791710218736,1,Bachelor,18,83,0,112.64791710218736,0,79.64791710218736,0,Middle,0,0
Male,Other,33,3.8002452283868657,1,Bachelor,43,83,0,128.00245228386865,1,103.00245228386865,0,Middle,1,0
Female,Other,39,3.3037102924807167,4,Bachelor,29,42,0,76.53710292480716,0,76.53710292480716,0,Middle,0,0
Female,Asian,36,2.278984411380466,11,Bachelor,73,81,0,129.78984411380466,1,121.78984411380466,1,Middle,1,1
Male,White,58,3.4608373245858735,15,Master,43,26,2,111.10837324585873,0,119.10837324585873,1,Senior,0,0
Female,Asian,37,2.8922420750031828,13,Bachelor,26,47,0,99.42242075003182,0,91.42242075003182,0,Middle,0,0
Female,White,26,3.0552819046759536,19,Master,83,68,2,141.05281904675954,1,164.05281904675954,1,Young,1,1
Male,Asian,23,3.20409741709837,1,Master,88,70,2,131.0409741709837,1,133.0409741709837,1,Young,1,0
Male,Hispanic,49,2.803526248506952,7,Master,72,21,2,108.53526248506952,0,108.53526248506952,0,Senior,0,0
Female,White,48,4.0,3,PhD,33,33,3,91.0,0,109.0,0,Senior,0,0
Female,Black,52,2.45334113736579,19,Bachelor,84,42,0,88.5334113736579,0,125.5334113736579,1,Senior,0,0
Male,White,57,3.2283437386492193,8,Bachelor,23,76,0,109.7834373864922,0,97.7834373864922,0,Senior,0,0
Female,White,22,3.390675790577458,19,Master,55,95,2,143.90675790577458,1,166.90675790577458,1,Young,1,1
Female,White,50,3.220606387514001,18,Bachelor,6,87,0,126.70606387514002,1,114.70606387514002,0,Senior,0,1
Male,Asian,22,3.1045070957610146,1,Master,67,15,2,92.04507095761015,0,94.04507095761015,0,Young,0,0
Male,Hispanic,29,3.011493358506605,15,Bachelor,50,13,0,96.61493358506605,0,91.61493358506605,0,Young,0,0
Male,Hispanic,37,2.7984100271010153,10,Bachelor,7,38,0,90.48410027101015,0,70.48410027101015,0,Middle,0,0
Female,White,49,2.78954342091358,7,High School,55,70,1,116.3954342091358,0,114.3954342091358,0,Senior,0,0
Male,Hispanic,43,3.7792717256338904,11,PhD,76,11,3,123.2927172563389,1,133.2927172563389,1,Middle,1,1
Female,Asian,39,2.979126638251538,2,Master,57,83,2,111.79126638251537,0,123.79126638251537,1,Middle,0,0
Female,White,43,4.0,12,Master,84,96,2,166.0,1,174.0,1,Middle,1,1
Female,White,33,3.534470159397884,1,Master,98,54,2,125.34470159397884,1,133.34470159397884,1,Middle,1,1
Male,White,40,2.0,12,Bachelor,68,5,0,117.5,0,80.5,0,Middle,0,0
Female,Hispanic,46,3.641629508113783,7,High School,7,39,1,68.41629508113783,0,83.41629508113783,0,Senior,0,0
Male,Black,26,3.173420097138709,14,Master,65,90,2,135.2342009713871,1,157.2342009713871,1,Young,1,1
Female,Asian,55,2.505024126308088,8,Bachelor,23,12,0,41.55024126308088,0,58.55024126308088,0,Senior,0,0
Male,White,31,3.8521275999129814,10,Bachelor,41,68,0,150.0212759991298,1,113.02127599912981,0,Middle,1,1
Male,Asian,28,2.982041533273236,2,Bachelor,53,23,0,89.82041533273235,0,71.82041533273235,0,Young,0,0
Female,White,58,2.9395338198591086,6,Bachelor,15,73,0,72.39533819859108,0,85.39533819859108,0,Senior,0,0
Male,White,36,3.3875950084711466,13,Master,3,58,2,127.37595008471146,1,110.37595008471146,0,Middle,1,0
Male,Black,45,3.7714151697781175,14,Bachelor,58,45,0,130.21415169778118,1,117.21415169778118,1,Middle,1,1
Female,White,47,3.2567075990990793,8,Master,93,95,2,154.5670759909908,1,162.5670759909908,1,Senior,1,1
Female,Hispanic,47,3.2209096739476695,19,Master,45,72,2,123.7090967394767,1,148.7090967394767,1,Senior,1,1
Female,White,47,2.8515669927733738,10,Bachelor,93,98,0,156.01566992773374,1,144.01566992773374,1,Senior,1,1
Female,Asian,31,3.762878424516051,6,Bachelor,98,43,0,128.12878424516052,1,120.12878424516052,1,Middle,1,1
Male,White,38,3.26152539327939,11,Bachelor,12,75,0,135.1152539327939,1,98.1152539327939,0,Middle,1,1
Male,Black,35,3.0872784362915002,18,PhD,36,10,3,102.872784362915,0,119.872784362915,1,Middle,0,0
Male,White,23,3.025246561520615,17,Bachelor,53,60,0,142.75246561520615,1,120.75246561520615,1,Young,1,1
Male,White,34,3.713412797793528,12,Bachelor,48,35,0,139.6341279779353,1,102.63412797793528,0,Middle,1,1
Female,Hispanic,48,3.0688382018504363,10,Master,74,71,2,118.18838201850437,0,143.18838201850437,1,Senior,0,1
Female,White,30,3.7146988090676607,0,Bachelor,57,9,0,82.14698809067662,0,70.14698809067662,0,Young,0,0
Male,Hispanic,28,2.964212648321732,5,PhD,18,77,3,92.14212648321733,0,117.14212648321733,1,Young,0,0
Male,Other,31,3.56115274189137,1,Master,17,93,2,117.61152741891371,0,112.61152741891371,0,Middle,0,0
Female,White,30,3.3035480901711813,12,Bachelor,59,0,0,98.53548090171182,0,86.53548090171182,0,Young,0,0
Male,White,43,2.7246225057080222,12,Bachelor,16,62,0,127.24622505708022,1,90.24622505708022,0,Middle,1,0
Female,Asian,44,3.156511951186638,18,High School,10,11,1,86.06511951186638,0,88.06511951186638,0,Middle,0,0
Male,Other,28,2.1046985417994315,8,Master,14,4,2,56.046985417994314,0,66.0469854179943,0,Young,0,0
Female,Hispanic,30,2.8279800794840746,18,Master,71,77,2,133.27980079484075,1,158.27980079484075,1,Young,1,1
Male,Black,48,2.4110967973701767,0,Bachelor,92,35,0,100.61096797370178,0,87.61096797370178,0,Senior,0,0
Female,Asian,45,4.0,7,Bachelor,16,16,0,78.0,0,70.0,0,Middle,0,0
Female,White,50,2.416984691991694,13,PhD,89,57,3,135.16984691991695,1,153.16984691991695,1,Senior,1,1
Female,Other,38,4.0,15,Bachelor,4,21,0,82.5,0,82.5,0,Middle,0,0
Female,Other,41,3.457139766334241,3,Master,60,30,2,85.57139766334241,0,105.57139766334241,0,Middle,0,0
Female,White,28,2.94056641602349,17,High School,3,25,1,74.40566416023489,0,87.40566416023489,0,Young,0,0
Female,White,28,3.603180050310413,13,Bachelor,55,12,0,92.53180050310414,0,95.53180050310414,0,Young,0,0
Male,White,49,2.8777426404202253,8,Master,87,62,2,156.27742640420226,1,139.27742640420226,1,Senior,1,1
Female,White,40,2.495225559796196,14,Bachelor,74,66,0,134.95225559796197,1,122.95225559796197,1,Middle,1,1
Female,Hispanic,41,3.2395351341044143,2,Bachelor,93,62,0,108.89535134104415,0,113.89535134104415,0,Middle,0,0
Male,White,28,3.5500363481631205,3,Bachelor,47,10,0,92.00036348163121,0,70.00036348163121,0,Young,0,0
Female,White,27,3.839205447630944,17,Bachelor,47,68,0,126.89205447630945,1,129.89205447630945,1,Young,1,1
Female,White,46,3.448865054779496,13,PhD,34,63,3,120.98865054779496,1,138.98865054779498,1,Senior,1,1
Female,Other,34,2.9353272381653346,14,Bachelor,32,67,0,106.85327238165334,0,106.85327238165334,0,Middle,0,0
Male,Black,43,3.8931380410404115,7,PhD,99,31,3,130.93138041040413,1,147.93138041040413,1,Middle,1,1
Male,White,38,3.78148791311802,9,PhD,20,73,3,139.3148791311802,1,132.3148791311802,1,Middle,1,0
Other,White,43,3.3345087638857707,11,PhD,4,9,3,83.8450876388577,0,91.8450876388577,0,Middle,0,0
Female,Other,55,3.8053888734117476,8,Master,63,53,2,87.05388873411748,0,132.0538887341175,1,Senior,0,0
Male,Hispanic,29,4.0,7,High School,68,54,1,120.0,1,125.0,1,Young,1,1
Female,White,39,2.928208029953134,16,PhD,20,81,3,123.78208029953134,1,141.78208029953134,1,Middle,1,1
Female,White,45,2.750161158858498,8,High School,88,61,1,130.00161158858498,1,128.00161158858498,1,Middle,1,1
Male,White,23,2.9136554047860175,12,High School,73,54,1,138.63655404786016,1,126.63655404786017,1,Young,1,1
Female,White,23,2.5251749850170784,13,High School,82,86,1,132.25174985017077,1,145.25174985017077,1,Young,1,1
Male,Black,48,3.495607392308346,4,Bachelor,31,81,0,111.95607392308347,0,98.95607392308347,0,Senior,0,0
Male,Hispanic,35,2.3950483993281564,8,Bachelor,17,34,0,85.45048399328157,0,65.45048399328157,0,Middle,0,0
Male,White,33,3.832507117035849,15,Bachelor,57,66,0,166.82507117035848,1,129.82507117035848,1,Middle,1,1
Female,Hispanic,53,2.863909181913256,18,High School,97,64,1,115.13909181913255,0,155.13909181913255,1,Senior,0,1
Male,White,49,3.8793538994220795,6,Bachelor,78,16,0,134.7935389942208,1,97.7935389942208,0,Senior,1,1
Male,Asian,49,2.0,11,Bachelor,23,41,0,107.0,0,74.0,0,Senior,0,0
Male,Asian,46,3.007406186148085,1,Master,4,58,2,96.07406186148086,0,83.07406186148086,0,Senior,0,0
Male,White,25,2.5534947921218736,17,Bachelor,52,69,0,142.03494792121873,1,120.03494792121873,1,Young,1,1
Female,White,47,3.8766774612941015,17,Bachelor,95,10,0,137.26677461294102,1,125.26677461294102,1,Senior,1,1
Male,Black,57,4.0,15,Bachelor,72,77,0,132.5,1,144.5,1,Senior,1,1
Male,White,24,2.027960551325312,10,Bachelor,54,27,0,102.77960551325312,0,80.77960551325312,0,Young,0,0
Female,White,22,3.6329307791668937,1,Bachelor,4,38,0,56.32930779166894,0,59.32930779166894,0,Young,0,0
Male,Black,38,3.734343676829454,13,Bachelor,68,53,0,136.84343676829454,1,123.84343676829454,1,Middle,1,1
Male,Other,28,3.3628422626054135,3,Bachelor,40,99,0,119.12842262605413,1,109.12842262605413,0,Young,1,1
Male,White,26,3.494081654706011,6,Bachelor,97,10,0,122.44081654706011,1,100.44081654706011,0,Young,0,0
Male,Hispanic,40,3.4580275073877824,1,Bachelor,6,57,0,88.08027507387783,0,68.08027507387783,0,Middle,0,0
Male,White,55,3.63475424100006,13,PhD,89,39,3,138.34754241000059,1,156.34754241000059,1,Senior,1,1
Male,Asian,56,2.6537664797618303,6,Bachelor,0,3,0,48.037664797618305,0,40.037664797618305,0,Senior,0,0
Male,Black,37,3.8002471722200086,8,Master,51,63,2,124.00247172220008,1,131.00247172220008,1,Middle,1,1
Female,Hispanic,48,3.3046731679477146,7,Master,97,47,2,114.04673167947715,0,139.04673167947715,1,Senior,0,1
Male,White,59,3.2746669198849006,8,High School,25,69,1,107.746669198849,0,105.746669198849,0,Senior,0,0
Female,Black,46,3.4833124746205355,6,PhD,95,82,3,123.33312474620536,1,165.33312474620536,1,Senior,1,1
Female,Black,47,2.56461560558523,18,Master,62,30,2,95.6461560558523,0,127.6461560558523,1,Senior,0,1
Male,White,35,2.423278907625297,16,Master,11,1,2,99.23278907625297,0,82.23278907625297,0,Middle,0,0
Female,White,35,3.139483918848562,12,Bachelor,69,42,0,122.89483918848562,1,110.89483918848562,0,Middle,1,1
Male,White,35,3.9717694656903992,10,Bachelor,83,88,0,182.217694656904,1,145.217694656904,1,Middle,1,1
Other,White,46,2.607308685649757,17,Bachelor,18,40,0,111.07308685649757,0,89.07308685649757,0,Senior,0,0
Male,Hispanic,57,3.287577220333237,16,High School,79,59,1,128.87577220333236,1,143.87577220333236,1,Senior,1,1
Male,White,25,2.841658046031961,15,Master,3,74,2,118.91658046031961,1,116.91658046031961,1,Young,1,1
Male,White,36,2.7745107853735234,9,Master,95,45,2,152.74510785373525,1,135.74510785373525,1,Middle,1,1
Other,Asian,53,3.450374182988421,3,Bachelor,81,39,0,93.5037418298842,0,100.5037418298842,0,Senior,0,0
Male,White,39,3.579687749694726,3,Master,4,58,2,109.79687749694726,0,92.79687749694726,0,Middle,0,0
Female,Black,35,2.8062242655183893,10,Master,53,44,2,84.5622426551839,0,116.5622426551839,1,Middle,0,0
Male,White,22,3.8936251279833916,7,Bachelor,69,41,0,129.93625127983393,1,107.93625127983393,0,Young,1,0
Female,Other,41,3.411251813246269,8,Bachelor,56,20,0,88.1125181324627,0,88.1125181324627,0,Middle,0,0
Male,Hispanic,31,3.079161017743365,15,Bachelor,77,2,0,120.29161017743365,1,100.29161017743365,0,Middle,1,1
Female,Hispanic,31,3.3737590179526347,9,Master,51,65,2,104.73759017952635,0,129.73759017952636,1,Middle,0,1
Male,White,45,4.0,8,Master,17,10,2,106.5,0,89.5,0,Middle,0,0
Male,Asian,55,3.5767653755503415,2,High School,63,23,1,90.76765375550342,0,92.76765375550342,0,Senior,0,0
Male,White,49,2.850651532370596,1,Bachelor,9,49,0,96.50651532370597,0,59.50651532370596,0,Senior,0,0
Male,White,48,3.190646252361489,8,Master,22,87,2,139.4064625236149,1,122.40646252361489,1,Senior,1,1
Female,White,22,3.265634435585753,12,Master,81,20,2,104.15634435585753,0,127.15634435585753,1,Young,0,0
Male,Black,54,3.5326783938224775,5,High School,67,24,1,78.82678393822478,0,100.82678393822478,0,Senior,0,0
Female,White,25,3.319773860434616,3,Bachelor,51,3,0,63.19773860434617,0,66.19773860434617,0,Young,0,0
Male,Black,28,4.0,13,Master,95,42,2,132.5,1,154.5,1,Young,1,1
Male,White,30,3.0866567856494154,10,Bachelor,46,46,0,133.86656785649416,1,96.86656785649416,0,Young,1,0
Male,White,37,2.335047151286604,1,Bachelor,69,22,0,107.85047151286604,0,70.85047151286604,0,Middle,0,0
Male,Asian,26,3.307264284748626,2,Master,25,59,2,97.07264284748626,0,99.07264284748626,0,Young,0,0
Female,White,55,2.9794374004019466,4,High School,69,87,1,102.79437400401946,0,125.79437400401946,1,Senior,0,0
Male,Asian,44,2.4479845049255777,6,Master,98,20,2,128.47984504925577,1,115.47984504925577,1,Middle,1,1
Male,White,46,2.8482380091664434,10,Bachelor,42,65,0,138.98238009166442,1,101.98238009166444,0,Senior,1,0
Female,Hispanic,34,3.02080601591134,11,High School,68,86,1,124.20806015911342,1,139.20806015911342,1,Middle,1,1
Female,Black,45,3.769902108125243,10,Bachelor,62,50,0,101.69902108125243,0,113.69902108125243,0,Middle,0,1
Male,White,32,2.4583758410510628,18,High School,77,14,1,143.08375841051063,1,116.08375841051063,1,Middle,1,1
Male,White,38,3.374892633787642,12,High School,65,57,1,155.7489263378764,1,128.7489263378764,1,Middle,1,1
Female,Black,58,4.0,3,Master,62,25,2,52.5,0,109.5,0,Senior,0,0
Male,Hispanic,34,3.1125691821616592,13,Bachelor,12,89,0,127.62569182161658,1,107.62569182161658,0,Middle,1,1
Male,White,48,3.097879755167414,11,PhD,50,91,3,160.47879755167415,1,153.47879755167415,1,Senior,1,1
Male,White,41,3.5598882597388495,1,Bachelor,4,58,0,105.5988825973885,0,68.5988825973885,0,Middle,0,0
Female,Hispanic,54,3.4610907979568037,7,Bachelor,46,89,0,86.11090797956804,0,116.11090797956804,1,Senior,0,0
Female,Asian,53,3.90878111195201,18,Bachelor,35,44,0,97.5878111195201,0,114.5878111195201,0,Senior,0,0
Male,White,29,3.116444436050662,12,Master,35,65,2,127.16444436050662,1,125.16444436050662,1,Young,1,0
Male,White,50,3.551096455824815,0,Bachelor,49,34,0,114.01096455824815,0,77.01096455824815,0,Senior,0,0
Male,White,40,3.5590503944370107,4,High School,55,95,1,155.5905039443701,1,128.5905039443701,1,Middle,1,1
Female,Black,27,3.032222053424349,10,Master,18,93,2,78.82222053424348,0,125.82222053424348,1,Young,0,0
Male,White,42,3.1430099050089857,10,Bachelor,19,63,0,129.43009905008986,1,92.43009905008986,0,Middle,1,0
Male,Other,43,3.194400414270115,12,High School,21,83,1,132.94400414270115,1,117.94400414270115,1,Middle,1,1
Female,White,31,2.5811500926797923,1,Bachelor,30,76,0,92.81150092679792,0,80.81150092679792,0,Middle,0,0
Male,White,31,3.00566080327318,18,Bachelor,61,26,0,146.5566080327318,1,109.5566080327318,0,Middle,1,1
Female,Black,50,3.94808226338344,15,Bachelor,43,86,0,121.9808226338344,1,133.9808226338344,1,Senior,1,1
Male,Hispanic,37,3.718858307835559,4,Master,67,79,2,138.18858307835558,1,138.18858307835558,1,Middle,1,1
Male,Hispanic,22,2.9100320421422547,13,Master,66,30,2,108.10032042142255,0,123.10032042142255,1,Young,0,0
Male,White,38,3.192128925733684,18,Master,88,11,2,154.42128925733684,1,137.42128925733684,1,Middle,1,1
Female,Asian,51,3.6856949447137715,4,Bachelor,48,96,0,99.85694944713771,0,116.85694944713771,1,Senior,0,0
Female,Black,47,3.42170284377111,8,PhD,58,44,3,89.2170284377111,0,131.2170284377111,1,Senior,0,0
Female,White,40,3.5999554762454022,11,Bachelor,3,31,0,86.99955476245403,0,74.99955476245403,0,Middle,0,0
Male,White,42,3.4670640593973374,15,Bachelor,38,53,0,147.17064059397336,1,110.17064059397337,0,Middle,1,1
Female,White,38,3.307705701365062,18,Bachelor,6,65,0,116.57705701365062,0,104.57705701365062,0,Middle,0,0
Male,White,42,3.1170536585768085,14,Master,70,86,2,174.17053658576808,1,157.17053658576808,1,Middle,1,1
Male,Hispanic,40,2.6024457198698974,16,High School,48,31,1,117.52445719869897,0,107.52445719869897,0,Middle,1,0
Female,White,28,3.546117442734129,14,High School,88,14,1,111.46117442734129,0,124.46117442734129,1,Young,0,0
Male,Other,38,3.0891239909962955,2,Master,14,54,2,93.89123990996296,0,88.89123990996296,0,Middle,0,0
Male,Black,22,2.376056553071578,16,Bachelor,6,40,0,76.76056553071578,0,78.76056553071578,0,Young,0,0
Male,Black,58,2.927170503394284,12,Bachelor,46,39,0,83.77170503394284,0,95.77170503394284,0,Senior,0,0
Male,Black,27,3.626144844726406,8,Bachelor,67,71,0,119.26144844726406,1,121.26144844726406,1,Young,1,1
Male,White,47,2.2419178093670276,12,Master,97,48,2,155.91917809367027,1,138.91917809367027,1,Senior,1,1
Female,White,23,2.6852377424021032,15,Bachelor,44,85,0,118.35237742402103,1,121.35237742402103,1,Young,1,1
Male,White,53,3.2685667006596084,18,Bachelor,18,37,0,108.18566700659608,0,96.18566700659608,0,Senior,0,0
Female,Black,26,3.902859321697133,13,PhD,46,55,3,88.52859321697133,0,145.52859321697133,1,Young,0,0
Female,White,58,3.69998803446691,7,Bachelor,52,33,0,80.4998803446691,0,93.4998803446691,0,Senior,0,0
Male,Asian,52,3.9508173093149868,18,Bachelor,26,0,0,96.50817309314986,0,88.50817309314986,0,Senior,0,0
Male,White,33,3.3038909243631087,2,Master,4,9,2,80.53890924363108,0,63.53890924363109,0,Middle,0,0
Male,White,56,3.0954097827664837,17,Bachelor,59,39,0,125.95409782766484,1,113.95409782766484,0,Senior,1,1
Female,White,51,3.6216533372164776,15,Bachelor,76,15,0,98.71653337216478,0,111.71653337216478,0,Senior,0,0
Male,Hispanic,27,2.750316360081372,13,Bachelor,61,87,0,132.5031636008137,1,127.50316360081372,1,Young,1,1
Female,Asian,36,2.711308374882682,15,Bachelor,58,45,0,116.61308374882682,0,108.61308374882682,0,Middle,0,0
Male,White,36,2.6224551124159907,16,Master,60,23,2,136.72455112415992,1,119.72455112415992,1,Middle,1,0
Female,Black,37,3.7444423104825306,19,High School,55,13,1,97.4444231048253,0,119.4444231048253,1,Middle,0,0
Male,White,41,2.7827097112614205,10,Bachelor,77,89,0,167.8270971126142,1,130.8270971126142,1,Middle,1,1
Male,Other,34,3.700301704258134,12,Master,93,38,2,151.50301704258135,1,146.50301704258135,1,Middle,1,1
Female,Asian,52,3.2742251418255273,10,High School,46,17,1,67.24225141825528,0,94.24225141825528,0,Senior,0,0
Female,White,55,3.7508698247722974,3,Bachelor,47,83,0,95.50869824772298,0,108.50869824772298,0,Senior,0,0
Male,Black,50,2.647308909317469,13,Bachelor,9,40,0,89.97308909317469,0,76.97308909317469,0,Senior,0,0
Female,White,24,2.887242171658996,4,Bachelor,31,55,0,76.87242171658997,0,79.87242171658997,0,Young,0,0
Male,Other,30,3.426994532189773,3,Bachelor,64,35,0,114.76994532189772,0,89.76994532189772,0,Young,0,0
Female,White,32,2.9845200466499233,0,High School,23,23,1,64.84520046649924,0,62.845200466499236,0,Middle,0,0
Female,Black,32,2.0,13,Bachelor,28,89,0,92.5,0,104.5,0,Middle,0,0
Male,White,46,2.5138702737951033,6,Master,6,28,2,91.13870273795104,0,74.13870273795104,0,Senior,0,0
Male,Asian,43,2.6433716529895035,9,Master,94,21,2,134.93371652989504,1,121.93371652989504,1,Middle,1,1
Male,Asian,30,2.68042693481979,1,Bachelor,16,10,0,74.8042693481979,0,41.804269348197906,0,Young,0,0
Male,Asian,41,3.540891590917315,9,Bachelor,93,40,0,152.90891590917315,1,119.90891590917315,1,Middle,1,1
Female,Black,42,3.368524345422373,2,Bachelor,24,48,0,61.68524345422372,0,73.68524345422372,0,Middle,0,0
Male,Hispanic,31,3.28111230668908,7,Bachelor,91,10,0,117.3111230668908,0,97.3111230668908,0,Middle,0,0
Male,White,43,4.0,9,Master,35,51,2,138.0,1,121.0,1,Middle,1,1
Female,White,50,3.787612227783917,7,Master,60,66,2,126.87612227783916,1,134.87612227783916,1,Senior,1,1
Other,White,30,3.6009096451005265,13,Bachelor,70,84,0,161.00909645100526,1,139.00909645100526,1,Young,1,1
Male,Other,26,2.4523669699992876,17,Bachelor,34,74,0,122.52366969999288,1,112.52366969999288,0,Young,1,1
Male,White,32,3.229769968115497,8,Bachelor,83,7,0,130.29769968115497,1,93.29769968115497,0,Middle,1,1
Male,Asian,22,3.349348331160633,8,Bachelor,77,30,0,120.99348331160633,1,102.99348331160633,0,Young,1,0
Male,Asian,22,2.99238638536959,3,PhD,49,73,3,114.9238638536959,0,126.9238638536959,1,Young,0,0
Female,White,26,4.0,2,Master,55,5,2,71.0,0,94.0,0,Young,0,0
Male,White,43,3.2256019552869826,13,Bachelor,93,80,0,181.75601955286982,1,144.75601955286982,1,Middle,1,1
Female,White,47,2.5858256173810483,13,Bachelor,64,70,0,130.85825617381047,1,118.85825617381047,1,Senior,1,1
Male,White,27,2.7013113146254573,15,High School,40,95,1,146.51311314625457,1,134.51311314625457,1,Young,1,1
Female,White,53,4.0,4,Master,24,12,2,53.0,0,86.0,0,Senior,0,0
Female,White,32,2.9899385113640533,19,Master,33,5,2,98.89938511364053,0,106.89938511364053,0,Middle,0,0
Female,Hispanic,31,2.1607355283996896,14,High School,7,66,1,81.1073552839969,0,96.1073552839969,0,Middle,0,0
Male,Other,55,2.90032775971675,8,Master,55,26,2,85.5032775971675,0,105.5032775971675,0,Senior,0,0
Male,White,52,2.286690253258085,6,Bachelor,83,44,0,110.36690253258085,0,98.36690253258085,0,Senior,0,0
Male,White,33,3.6586553992354003,12,Bachelor,29,25,0,124.586553992354,1,87.586553992354,0,Middle,1,0
Female,White,37,2.2225739604344277,7,Master,67,3,2,83.22573960434428,0,91.22573960434428,0,Middle,0,0
Female,Asian,59,2.498897454831594,11,Bachelor,20,36,0,57.98897454831594,0,74.98897454831594,0,Senior,0,0
Female,Hispanic,24,3.2019942802555614,3,Master,90,20,2,73.01994280255562,0,113.01994280255562,0,Young,0,0
Female,White,23,3.754690083508221,15,High School,9,27,1,82.54690083508221,0,95.54690083508221,0,Young,0,0
Female,White,26,3.165282965760335,5,Bachelor,86,81,0,122.15282965760335,1,125.15282965760335,1,Young,1,1
Male,Asian,32,2.5711772811004767,4,Bachelor,32,31,0,98.21177281100476,0,65.21177281100476,0,Middle,0,0
Female,Black,46,3.2912814953476714,0,Bachelor,74,52,0,83.91281495347671,0,95.91281495347671,0,Senior,0,0
